large_class_ip_name,product_date,product_count,product_mean,product_median,three_month_count,three_month_mean,three_month_median,six_month_count,six_month_mean,six_month_median,ip_type
갓 오브 하이 스쿨,2020-09-29,3,123.0,125.0,148,191.04729729729721,114.5,,,,漫画
おちこぼれフルーツタルト,2020-07-26,7,533.0,372.0,9,1252.3333333333335,693.0,7,1225.5714285714287,1194.0,漫画
見える子ちゃん,2021-08-13,7,766.57142857142856,419.0,29,1202.2068965517242,795.0,,,,漫画
聖闘士星矢,2022-11-22,12,604.33333333333337,525.0,32,171.5,128.5,68,153.23529411764704,149.0,漫画
おとなの防具屋さん,2021-04-28,6,23.333333333333332,23.0,62,82.838709677419388,43.0,92,31.217391304347842,6.5,漫画
天晴爛漫!,2020-07-03,29,130.65517241379311,111.0,114,426.09649122807008,235.5,45,212.8,115.0,アニメ
処刑少女の生きる道,2022-03-22,1,217.0,217.0,43,183.58139534883719,114.0,29,259.0344827586207,130.0,ライトノベル
トライガン,2022-11-27,3,1400.6666666666665,643.0,28,3651.4285714285711,2264.0,,,,漫画
妹さえいればいい。,2017-07-19,35,337.6,321.0,2,955.5,955.5,,,,ライトノベル
下ネタという概念が存在しない退屈な世界,2015-06-28,25,159.2,125.0,14,67.571428571428569,46.0,,,,ライトノベル
デンキ街の本屋さん,2014-10-03,7,40.999999999999993,36.0,77,63.584415584415595,32.0,,,,漫画
魔王イブロギアに身を捧げよ,2020-11-22,6,22.5,21.5,163,29.392638036809824,8.0,,,,漫画
鉄拳,2021-05-06,2,21.5,21.5,2,379.0,379.0,,,,ゲーム
信長協奏曲,2014-12-01,1,159.0,159.0,41,162.80487804878052,151.0,16,49.875000000000007,33.5,漫画
ふらいんぐうぃっち,2015-12-18,4,225.25,183.0,86,24.779069767441847,15.5,,,,漫画
女子力高めな獅子原くん,2022-12-27,1,124.0,124.0,6,238.16666666666666,223.5,,,,漫画
あそびあそばせ,2018-07-27,23,424.4347826086958,403.0,36,265.13888888888886,161.5,,,,漫画
封神演義,2017-12-16,48,1162.8333333333333,853.5,56,9481.6428571428569,3051.0,,,,漫画
封神演義,2017-12-16,48,1162.8333333333333,853.5,56,9481.6428571428569,3051.0,,,,ゲーム
ザ・ファブル,2019-03-20,6,1109.3333333333333,509.0,24,1566.4583333333335,1012.5,1,275.0,275.0,漫画
小林さんちのメイドラゴン,2020-04-24,6,339.33333333333337,323.0,14,273.0,251.0,,,,漫画
学園ハンサム,2016-07-12,6,1814.1666666666665,1007.5,11,1853.9090909090908,415.0,,,,ゲーム
オンエアできない!,2022-01-07,3,87.333333333333343,64.0,31,53.322580645161281,47.0,,,,漫画
DAME×PRINCE,2017-08-05,3,274.66666666666663,207.0,4,1758.75,1645.5,,,,ゲーム
パリピ孔明,2022-03-31,5,1857.6000000000001,919.0,12,1473.1666666666665,709.0,,,,漫画
マギ,2012-08-12,11,341.18181818181813,115.0,51,509.52941176470586,73.0,,,,漫画
その着せ替え人形は恋をする,2022-01-09,70,3445.6714285714284,2522.0,75,2931.1733333333332,1333.0,,,,漫画
ひげを剃る。そして女子高生を拾う。,2021-04-21,3,1257.6666666666667,1288.0,24,1451.1666666666663,727.5,26,1751.5,823.0,ライトノベル
安達としまむら,2020-05-01,1,5125.0,5125.0,1,1238.0,1238.0,5,2909.4,3304.0,ライトノベル
ピクミン,2021-11-19,1,2460.0,2460.0,3,9212.6666666666679,7987.0,,,,ゲーム
プラチナエンド,2021-10-03,38,268.26315789473688,194.0,81,877.17283950617286,494.0,22,795.86363636363649,571.0,漫画
海賊王女,2021-10-15,3,585.0,575.0,36,522.83333333333337,284.5,,,,アニメ
歌のお姉さんだってHしたい 〜こんな顔、TVの前のみんなには見せられないよ…,2019-04-08,20,52.5,51.0,24,127.50000000000003,62.5,,,,漫画
超人高校生たちは異世界でも余裕で生き抜くようです!,2019-10-23,2,447.5,447.5,60,453.99999999999994,212.5,9,1202.0,525.0,ライトノベル
ダンボール戦機,2020-03-26,4,1276.5,1217.0,77,87.649350649350666,85.0,,,,ゲーム
月とライカと吸血姫,2021-10-01,13,107.23076923076923,93.0,67,306.3582089552238,186.0,15,181.13333333333333,125.0,ライトノベル
虫かぶり姫,2022-12-08,41,647.92682926829252,622.0,146,1076.8493150684928,760.5,33,1019.5151515151515,373.0,ライトノベル
アニマエール!,2018-08-31,16,508.5,438.0,16,904.12500000000011,600.5,,,,漫画
それが声優!,2015-06-18,17,110.94117647058823,98.0,53,56.603773584905667,31.0,,,,漫画
SHIROBAKO,2014-10-14,21,147.33333333333334,127.0,35,55.742857142857147,43.0,,,,アニメ
魔法陣グルグル,2022-10-13,10,371.8,233.0,10,310.2,200.0,,,,漫画
少女たちは荒野を目指す,2015-12-29,29,92.896551724137922,69.0,11,95.181818181818187,86.0,,,,ゲーム
ポケットモンスター,2020-07-21,4,3747.0,3747.0,282,5442.3687943262394,2653.0,380,6488.07368421053,3268.0,ゲーム
怪物事変,2020-11-27,76,1963.473684210526,1784.0,4,33742.0,33742.0,6,9324.3333333333321,8540.0,漫画
レイトンシリーズ,2018-06-07,2,132.0,132.0,79,628.89873417721526,234.0,,,,アニメ
レイトンシリーズ,2018-06-07,2,132.0,132.0,79,628.89873417721526,234.0,,,,ゲーム
RPG不動産,2022-03-07,17,319.35294117647055,325.0,13,789.30769230769238,587.0,2,517.5,517.5,漫画
青の祓魔師,2011-04-04,40,63.199999999999996,35.0,72,83.6111111111111,40.5,,,,漫画
ディバインゲート,2015-11-18,57,256.28070175438592,184.0,35,737.51428571428573,666.0,,,,ゲーム
クズの本懐,2016-12-24,71,485.18309859154942,355.0,21,2428.5238095238092,1788.0,12,2232.25,649.0,漫画
BLUE REFLECTION,2021-05-28,3,114.33333333333333,108.0,142,238.67605633802822,168.0,,,,ゲーム
双星の陰陽師,2016-04-13,42,175.85714285714286,159.0,134,201.00746268656727,109.5,,,,漫画
まいてつ,2020-07-22,11,290.5454545454545,297.0,2,2505.5,2505.5,,,,ゲーム
天地創造デザイン部,2020-10-30,29,300.551724137931,121.0,42,506.76190476190476,129.5,9,655.66666666666663,54.0,漫画
北斗の拳,2013-04-11,6,14.666666666666666,11.0,96,15.97916666666667,6.0,,,,漫画
白い砂のアクアトープ,2021-07-09,34,1497.5,1058.5,44,2072.2272727272721,1201.5,11,2708.9090909090914,1307.0,アニメ
君と僕。,2011-09-11,8,39.0,23.0,25,62.319999999999986,56.0,,,,漫画
人間不信の冒険者たちが世界を救うようです,2022-12-06,1,268.0,268.0,21,307.66666666666663,125.0,,,,ライトノベル
森のくまさん、冬眠中に乳首を愛でられました｡,2021-08-19,1,85.0,85.0,85,164.96470588235294,41.0,,,,漫画
荒ぶる季節の乙女どもよ。,2019-07-13,6,302.0,204.0,75,471.03999999999996,183.0,27,185.22222222222226,59.0,漫画
多田くんは恋をしない,2018-04-06,62,311.9354838709678,269.5,82,590.7317073170733,170.5,5,30.4,25.0,アニメ
覆面系ノイズ,2017-03-18,47,558.97872340425556,388.0,29,747.06896551724128,375.0,,,,漫画
LOVE STAGE!!,2014-04-03,20,125.05000000000001,97.5,10,238.9,48.5,,,,漫画
うたわれるもの,2015-09-28,6,88.5,88.5,420,126.37857142857135,44.0,,,,ゲーム
ハナヤマタ,2014-05-30,35,248.11428571428573,152.0,37,107.16216216216218,53.0,,,,漫画
異種族レビュアーズ,2019-12-20,6,444.66666666666669,406.0,11,2105.818181818182,575.0,,,,漫画
文豪とアルケミスト,2020-04-18,9,1866.3333333333333,1947.0,30,4014.0,3557.0,,,,ゲーム
EDENS ZERO,2021-04-25,8,1319.5,1067.0,74,3075.2702702702709,1593.0,48,2235.708333333333,1264.0,漫画
うる星やつら,2022-10-14,42,5037.7619047619046,3713.0,18,33708.555555555555,23109.0,58,22163.862068965518,8108.0,漫画
カードキャプターさくら,2020-02-07,12,1280.6666666666667,1426.0,12,2093.6666666666665,828.0,,,,漫画
D.Gray-man,2016-03-04,1,1408.0,1408.0,27,5279.6296296296287,3799.0,,,,漫画
Axis powers ヘタリア,2021-03-26,6,3325.0,3812.0,70,14356.142857142859,13174.0,,,,漫画
たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語,2020-02-08,1,48.0,48.0,4,60.5,51.5,,,,ライトノベル
アリスと蔵六,2017-03-16,5,272.8,249.0,9,199.55555555555554,95.0,,,,漫画
一騎当千,2022-04-19,45,142.40000000000003,171.0,270,176.56666666666678,98.5,27,680.33333333333337,622.0,漫画
終末のイゼッタ,2016-12-06,3,281.0,175.0,189,226.84126984126976,112.0,,,,アニメ
失格紋の最強賢者 〜世界最強の賢者が更に強くなるために転生しました〜,2021-10-15,10,624.4,535.0,92,88.043478260869563,65.5,70,133.25714285714284,64.0,ライトノベル
マジカパーティ,2021-04-27,7,21.571428571428569,4.0,11,260.63636363636363,178.0,,,,アニメ
消滅都市,2019-09-03,3,127.0,127.0,478,142.39539748953979,1.0,118,140.88135593220335,25.0,ゲーム
忍たま乱太郎,2020-06-29,15,3435.0,3310.0,12,2131.0,2226.0,,,,アニメ
よふかしのうた,2022-07-04,17,1755.7058823529412,1601.0,54,3505.6851851851848,2575.0,48,3424.8125000000005,1378.0,漫画
女子高生の無駄づかい,2019-05-07,2,608.0,608.0,3,198.66666666666669,189.0,,,,漫画
うどんの国の金色毛鞠,2016-04-26,1,28.0,28.0,8,411.875,148.0,,,,漫画
ギヴン,2019-07-19,27,3348.5555555555557,2698.0,58,3616.1379310344832,1865.0,,,,漫画
ロックマンシリーズ,2022-10-05,153,2147.3333333333335,574.0,238,1357.2857142857156,634.0,,,,ゲーム
土下座で頼んでみた,2020-09-30,2,270.0,270.0,6,485.16666666666669,33.5,,,,漫画
科学アドベンチャーシリーズ,2011-02-06,96,18.500000000000004,18.0,296,10.51351351351351,3.0,,,,ゲーム
阿波連さんははかれない,2022-04-02,2,2301.5,2301.5,64,1931.2187500000002,1690.0,11,3478.090909090909,969.0,漫画
憂国のモリアーティ,2020-08-04,82,1388.512195121951,1121.0,18,8562.1111111111113,4275.0,,,,漫画
チェンソーマン,2021-02-08,6,13008.5,10278.5,7,42842.714285714283,29046.0,,,,漫画
はねバド!,2018-03-16,1,86.0,86.0,7,651.42857142857144,190.0,,,,漫画
ACCA13区監察課,2016-10-21,39,387.76923076923077,299.0,22,833.68181818181824,339.5,,,,漫画
ダーリン・イン・ザ・フランキス,2017-12-20,61,1043.8524590163938,684.0,102,938.813725490196,404.0,,,,アニメ
蒼の彼方のフォーリズム,2015-12-08,117,269.23076923076917,191.0,198,214.65151515151504,139.0,,,,ゲーム
A3!,2019-03-08,6,12855.666666666668,10356.0,4,53646.5,53646.5,,,,ゲーム
東京喰種トーキョーグール,2014-04-03,24,243.66666666666666,229.0,144,94.527777777777786,41.5,,,,漫画
くノ一ツバキの胸の内,2022-03-11,55,397.0,316.0,48,688.16666666666663,604.0,,,,漫画
ヒナまつり,2018-03-04,11,353.36363636363637,252.0,17,305.52941176470586,169.0,,,,漫画
ポプテピピック,2022-07-01,6,2209.0,2209.0,3,3052.0,3052.0,225,5510.2799999999988,2702.0,漫画
科学忍者隊ガッチャマン,2013-07-20,38,101.1578947368421,70.0,5,65.4,46.0,,,,アニメ
将国のアルタイル,2017-06-15,17,169.64705882352942,109.0,41,354.51219512195121,153.0,4,1425.25,691.0,漫画
スライム倒して300年、知らないうちにレベルMAXになってました,2021-01-15,2,503.0,503.0,204,294.71568627450984,206.5,74,271.45945945945954,237.0,ライトノベル
DYNAMIC CHORD,2017-07-01,11,431.0,287.0,2,272.5,272.5,,,,ゲーム
真剣で私に恋しなさい!,2011-12-09,3,8.6666666666666679,8.0,53,7.0000000000000018,5.0,,,,ゲーム
魔王様、リトライ!,2019-07-31,5,225.6,229.0,84,212.82142857142856,143.5,19,90.26315789473685,96.0,ライトノベル
迷家 -マヨイガ-,2016-03-26,8,128.25,112.5,14,293.64285714285717,191.0,,,,アニメ
TARI TARI,2012-06-29,29,76.48275862068968,65.0,11,32.090909090909086,22.0,,,,アニメ
櫻子さんの足下には死体が埋まっている,2015-10-08,4,167.25,197.5,28,173.67857142857147,140.0,6,52.833333333333336,35.5,ライトノベル
乙女ゲー世界はモブに厳しい世界です,2022-04-01,1,339.0,339.0,44,506.0454545454545,360.5,,,,ライトノベル
監獄学園,2015-07-11,47,272.2978723404255,196.0,65,401.19999999999982,159.0,,,,漫画
メガトン級ムサシ,2021-09-03,45,166.19999999999996,108.0,36,1168.0833333333335,444.0,117,299.51282051282044,102.0,ゲーム
スパイ教室,2021-07-27,1,218.0,218.0,24,874.95833333333348,471.0,,,,ライトノベル
テスラノート,2021-08-20,4,51.75,50.5,1,88.0,88.0,,,,漫画
涼宮ハルヒシリーズ,2015-03-09,50,60.140000000000008,43.0,13,325.76923076923083,209.0,,,,ライトノベル
放課後さいころ倶楽部,2019-10-11,4,131.5,75.5,103,259.92233009708735,159.0,,,,漫画
魔法少女まどか☆マギカ,2011-01-14,8,137.25,62.5,88,24.113636363636363,16.5,,,,アニメ
放課後ていぼう日誌,2020-01-19,4,190.25,118.5,11,395.00000000000006,313.0,11,362.81818181818181,189.0,漫画
世界最高の暗殺者、異世界貴族に転生する,2021-10-06,4,462.75,394.5,33,312.84848484848487,199.0,15,337.46666666666675,145.0,ライトノベル
どうぶつの森,2022-11-25,8,5318.625,5065.5,8,12812.5,10542.5,,,,ゲーム
